gene,score,log2FC,pval,padj,contrast,contrast_label,cell_state,tissue,n_a,n_b,is_sig
Mef2c,6.218084,1.182335,5.032623474549167e-10,3.094706513197061e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Hbegf,6.209362,1.0744729,5.320012617532366e-10,3.259870628997482e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Plekhg2,6.1999,0.43953082,5.649894715899165e-10,3.4498177559298385e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cetn3,6.197265,0.45134336,5.745261731205698e-10,3.495739778275017e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cox7c,6.193527,0.35942563,5.883256892393396e-10,3.567187334650136e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pim3,6.1892824,0.6167274,6.043863021148599e-10,3.63911905033812e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pnp2,6.1768603,0.5874934,6.538883370849325e-10,3.923556281449763e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rab34,6.1630087,0.5344798,7.137556361229153e-10,4.268012581381887e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ddx39b,6.1560993,0.5968515,7.455855840592316e-10,4.412696113710285e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl10,6.1502824,0.29574916,7.734520417067246e-10,4.5465870695716305e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Sf3b4,6.1379085,0.72864026,8.361512411928417e-10,4.8820534254293156e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Arl8a,6.131465,0.56345737,8.707340325075776e-10,5.06691236836037e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fmod,6.1293693,1.4303213,8.822818834552489e-10,5.1102597128980835e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Eif4a1,6.107197,0.32636192,1.0139612841797012e-09,5.78391533847375e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Sec62,6.1058683,0.3329825,1.022431530733245e-09,5.813109893260722e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Adamtsl1,6.087868,0.43706542,1.1442391051423044e-09,6.46327372061e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fndc5,6.05315,1.4132673,1.4204047784379533e-09,7.971274842360048e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gm3336,6.0294933,0.48473483,1.6447461753879228e-09,9.200497879807086e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slco2b1,6.0143795,0.50629574,1.8057681500882005e-09,1.0036482529063937e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tpm2,6.002637,0.7377459,1.941385427099904e-09,1.0687480854393471e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ppm1n,5.9999313,0.71724224,1.9740123357467684e-09,1.0832705036134403e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Bambi,5.958348,0.486465,2.5480073593273864e-09,1.3764796142709099e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Milr1,5.935172,1.0081043,2.9353777329018516e-09,1.5710612736497224e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ndufb1-ps,5.920911,0.43808344,3.201634740333061e-09,1.708293785603557e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Btbd2,5.9054303,0.6785464,3.5172792155455393e-09,1.8652336047943485e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ifi30,5.9049177,0.5030866,3.5282313031755186e-09,1.865337165498984e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl4,5.898676,0.2820847,3.6643003324104877e-09,1.9313869928367863e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mettl1,5.8947005,0.5453192,3.753619547496531e-09,1.9724701991859798e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Lgmn,5.893045,0.76103413,3.791426815158857e-09,1.9863181994462155e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gm21860,5.8869276,1.5167111,3.934411861899048e-09,2.0550191595539574e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Penk,5.8674717,0.37067306,4.424903667717539e-09,2.3042719069636593e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Il33,5.86105,0.9005948,4.599496989036144e-09,2.3880202780501724e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cyp27a1,5.8543363,0.46153283,4.789182439592703e-09,2.479080975670957e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Atp5md,5.8513002,0.5226366,4.877453402192065e-09,2.5172595073634704e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slc43a1,5.848352,0.7094411,4.964673788714116e-09,2.5546708655813496e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Arhgdib,5.845063,2.4324267,5.063760446979565e-09,2.5979488139370605e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pcolce,5.842235,0.39297295,5.150504105371732e-09,2.63465757201331e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mmp23,5.8224187,0.31691673,5.80019428638644e-09,2.9238711953554433e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Card19,5.8026524,0.6681408,6.527394793347794e-09,3.2714321708509857e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Vegfd,5.7618136,0.47299322,8.321477402014022e-09,4.119365891341315e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Nasp,5.7614784,0.5371294,8.33802795606252e-09,4.119365891341315e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Plac8,5.7551627,0.89098567,8.655833124714955e-09,4.255903925252827e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Smim27,5.7550135,0.6726337,8.663480108495749e-09,4.255903925252827e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Spock2,5.7483735,0.5627767,9.010592522825106e-09,4.4139176536245806e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
D430018E03Rik,5.743787,0.9520702,9.258225732418078e-09,4.5224476739679413e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Kazald1,5.6990976,0.5082874,1.2044320205605015e-08,5.834093762161915e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Myl9,5.694528,0.6261992,1.2371373433955417e-08,5.975821357053506e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gsta3,5.6866837,0.80146533,1.2953007492621798e-08,6.239391748043183e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ces2g,5.6832533,0.4339558,1.3215635669492266e-08,6.338726387481743e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps3,5.6830373,0.3148952,1.3232333500192555e-08,6.338726387481743e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Col6a5,5.678603,0.5462213,1.3579917041518681e-08,6.487309680908415e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gpr146,5.662884,0.7249369,1.488496592130643e-08,7.071786138119858e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rflnb,5.661221,1.1939356,1.5029981142679276e-08,7.101768473983687e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Elavl3,5.6580377,1.3127056,1.531136678526739e-08,7.215065527807658e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dynlrb1,5.6508603,0.3883264,1.5964671156251994e-08,7.50253014960883e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Trp53i13,5.6362967,0.5044149,1.737460281372278e-08,8.129331968357374e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Copz2,5.612792,0.4147116,1.9908792411135595e-08,9.181871521316551e-07,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ccl19,5.592711,0.8671541,2.2355132465434714e-08,1.0148176756102183e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cldn10,5.5876646,2.0511568,2.3014367545078574e-08,1.0420160511728657e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
2310011J03Rik,5.579237,0.62781465,2.415756554435741e-08,1.0880944002719529e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmem86a,5.577146,1.0161449,2.4449668389174126e-08,1.0983981853281567e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Calml4,5.562858,0.47871557,2.6539199617309652e-08,1.189189303782343e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fuca1,5.558533,0.335752,2.720512393344692e-08,1.2158867374482038e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Lrp3,5.5513306,0.6348044,2.835035385902423e-08,1.2638135893813346e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dmrtc1a,5.544071,1.4623724,2.9551832431593503e-08,1.3106351053612862e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Isg15,5.5387154,0.7794096,3.046980580657365e-08,1.3479002614586576e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
C4b,5.5372367,0.45449644,3.07281530621708e-08,1.355869980282707e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mdk,5.5176377,0.7421036,3.435870670666709e-08,1.5007917707816474e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Clip3,5.5046964,0.4038454,3.6980488475065556e-08,1.6031966266152796e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cops9,5.503344,0.4092705,3.726542232205381e-08,1.6115204201664218e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmem159,5.5020175,0.4312993,3.754693939794819e-08,1.6196554131836309e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Jam3,5.4891515,0.4966986,4.038695918711354e-08,1.7378418344013298e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps11,5.4862742,0.32799754,4.104998237264716e-08,1.7612263603671505e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dusp1,5.4859147,0.31922975,4.113353762462926e-08,1.7612263603671505e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl5,5.479468,0.32446826,4.2660741140981964e-08,1.8221180101619906e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dpy30,5.4787703,0.6553011,4.28291592714517e-08,1.824816832742614e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Igf1,5.4781747,0.39615455,4.2973566961208686e-08,1.826481923221372e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fyb2,5.471635,0.7560786,4.459031217720666e-08,1.8905638226526666e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Praf2,5.466686,0.5561177,4.585276729083213e-08,1.9393483843666344e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Arl4d,5.462654,0.6610831,4.690677489456893e-08,1.9791006896513862e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cox7a2,5.4601574,0.32342866,4.757124022859633e-08,2.002264264087595e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmem129,5.4479604,1.1980878,5.0950733658830116e-08,2.1341465516371327e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cpz,5.4251013,0.6487256,5.792173641887617e-08,2.4144731520185855e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slc1a5,5.4233346,0.365406,5.84973426576043e-08,2.432619709893324e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Csrp1,5.418968,0.40261248,5.994403277645322e-08,2.483931383573753e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cd151,5.4187484,0.40884775,6.001771810837913e-08,2.483931383573753e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Aldh1a1,5.369834,0.31276113,7.880919912540474e-08,3.2156007577262205e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ahsa1,5.3642817,0.6041961,8.127201208868294e-08,3.3005572871893466e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cox6b2,5.3630347,1.4583399,8.183533652839905e-08,3.315669557801327e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Eif3m,5.352605,0.38095683,8.669698127008185e-08,3.4941263381810852e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Adh1,5.3371415,0.41818005,9.442333507749132e-08,3.7902663277286507e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rhebl1,5.3365173,1.7805232,9.474878266399855e-08,3.794546513109466e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps8,5.317032,0.26513067,1.0547364340526384e-07,4.166329043942324e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Chrdl1,5.3088574,0.72539943,1.1031448101149297e-07,4.327971527647737e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps27rt,5.307415,0.57033426,1.1119084657189209e-07,4.352506705199053e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
P3h3,5.3002715,0.34641984,1.1563058069146184e-07,4.5161033778618015e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
B230369F24Rik,5.298686,0.6393568,1.1663908582090584e-07,4.5452548027423105e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
C1qbp,5.2937493,0.4743205,1.1983364447501554e-07,4.638471492949206e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Snhg8,5.289638,0.38917753,1.225586204673827e-07,4.73338315707101e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mepce,5.2826543,0.4991994,1.2732560749003647e-07,4.9065630210771615e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
H2-Q4,5.2572556,0.46084788,1.4622097231529534e-07,5.609774072830833e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Chrd,5.248664,0.72593683,1.5320642572121383e-07,5.851878036192884e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Kdelr2,5.244172,0.33387113,1.5698562028785914e-07,5.98304976134454e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Polr2h,5.2415633,0.63563174,1.592218930056939e-07,6.0549711548503015e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Amy1,5.221899,0.43482023,1.7709757001085268e-07,6.720019609536535e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pcdh17,5.220192,1.8219734,1.787377348046508e-07,6.767447727614518e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Txndc12,5.2195306,0.5059884,1.7937701097727283e-07,6.776855658729604e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Bola2,5.203863,0.4327035,1.9518754061566186e-07,7.325174266433341e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Peg10,5.2034903,1.0838319,1.9558016754273899e-07,7.325174266433341e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cd68,5.199913,0.82968104,1.9938159807763647e-07,7.451457526431668e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rasa4,5.178484,2.1804886,2.2369656103438762e-07,8.306856137567264e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Chpf,5.178241,0.43324363,2.2398823720989407e-07,8.306856137567264e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gaa,5.1680074,0.32449165,2.3660312225767408e-07,8.729648389511333e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Hmgn2,5.1658134,0.63927937,2.393956627134138e-07,8.813928210431653e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gm12216,5.1645837,0.5990396,2.409747727663634e-07,8.853270200299804e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Atp5g2,5.154382,0.31326976,2.544684780218025e-07,9.329255554706293e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fcf1,5.1484747,0.5065106,2.626131415870264e-07,9.607541114473892e-06,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Glul,5.1321745,0.33154348,2.864136055282179e-07,1.0434240196354677e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Atp6v0e,5.126537,0.3591625,2.951203013745509e-07,1.072889129168991e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Snx5,5.1222577,0.39251146,3.0189896117190726e-07,1.0906728928504257e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Nop10,5.1195836,0.4275313,3.062111679275521e-07,1.1039517386760251e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ogdh,5.1059628,0.40526566,3.2911492324324396e-07,1.1816111560996052e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ftl1-ps1,5.101453,0.5504065,3.3705581872439046e-07,1.2076208579544742e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tsc22d1,5.09292,0.45074308,3.5259056965853763e-07,1.2580808782816257e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mif,5.081069,0.47607505,3.753169346024639e-07,1.3364211422877467e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Maged1,5.0775976,0.30260015,3.8223721009686944e-07,1.3582736598954534e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pnp,5.0749607,0.3315349,3.8757631861503043e-07,1.3716246818578046e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Abhd16a,5.059135,0.42378157,4.2116269943866046e-07,1.4844273111719128e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Eif4a2,5.042478,0.35968217,4.5954144377461776e-07,1.6104671368474056e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Max,5.0384054,0.44465408,4.694258949035335e-07,1.641192428129471e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ctso,5.0366306,0.37844807,4.737980714695537e-07,1.6531453435318974e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Jpt1,5.0303793,0.3286878,4.895110819041614e-07,1.7045404962449923e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Snhg1,5.029958,0.41703156,4.905881129625558e-07,1.704864622800294e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
G530011O06Rik,5.029574,1.7706699,4.915704465717934e-07,1.704864622800294e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fgfr1,5.023387,0.26978216,5.076808768860914e-07,1.7572243684793837e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
B4galt1,5.0190477,0.34700498,5.192822654510901e-07,1.793799554818198e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Htra1,5.0176573,0.29199237,5.230533254615658e-07,1.803234138534595e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Myl12b,5.0130534,0.32631564,5.357306606680252e-07,1.8396248290384602e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmem100,5.007193,0.44552317,5.522957933934714e-07,1.8923362828415677e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mrpl38,5.003045,0.5798459,5.643178452674081e-07,1.926345621020103e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slc29a1,5.0012507,0.32448542,5.695958787635138e-07,1.9405426588679946e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Scamp3,4.999233,0.4344137,5.755885184768943e-07,1.9571138233152595e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slco2a1,4.9948745,0.5098891,5.88740709207616e-07,1.997916367586941e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gm2000,4.985768,0.5183006,6.171627914921195e-07,2.086202722663712e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cops7a,4.980632,0.4624841,6.337703032934079e-07,2.138173313114978e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tead2,4.9756103,1.0766119,6.504236653441514e-07,2.1900964622782388e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cox17,4.9745555,0.52996814,6.539745632092599e-07,2.1977854458549952e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dlg4,4.964773,0.4174736,6.878147382497158e-07,2.2893273274449753e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pld3,4.9617186,0.40939277,6.987221260266095e-07,2.3211763194305434e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Egflam,4.9598985,0.44742656,7.052999992516267e-07,2.3385482384364167e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Crlf3,4.947815,2.301012,7.505116159674708e-07,2.4789756061889354e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cebpa,4.9434066,0.6614822,7.67691684441167e-07,2.526098956336675e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Des,4.9387956,0.35512263,7.860663302590783e-07,2.581662165345204e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Aimp1,4.9322047,0.39587283,8.130669204448637e-07,2.6602629183838453e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Acot1,4.925115,1.0849189,8.431069206800279e-07,2.7481799081790158e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Smim26,4.9185166,0.6562402,8.720240718615335e-07,2.837104958752505e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl36a-ps1,4.909659,0.759253,9.123501654176803e-07,2.957208265141681e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Syde2,4.90835,0.67509776,9.184575388153579e-07,2.971450033693493e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cycs,4.888523,0.39019212,1.0159533570257174e-06,3.274655606725458e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rab7,4.887344,0.31183785,1.0220547170299226e-06,3.2882098048266955e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pygm,4.88561,0.7478889,1.0310900608994043e-06,3.311135693714179e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Bloc1s1,4.8735576,0.52461153,1.0960637399837342e-06,3.500339100378994e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Adarb1,4.872784,0.47082335,1.100363797871485e-06,3.50761187847232e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gm266,4.87217,0.74310154,1.103791851737496e-06,3.511666990838093e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slc25a30,4.8718314,0.5227144,1.1056860486693956e-06,3.511666990838093e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rcn3,4.871127,0.29167634,1.1096336064144986e-06,3.517761676203624e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
H2afz,4.866828,0.4049786,1.1340361532637256e-06,3.588562214187275e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slc38a5,4.8664374,0.8164766,1.1362785067648496e-06,3.589108485575456e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dctn6,4.863835,0.42438036,1.1513302963693554e-06,3.6300397580619985e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Man2b2,4.8583364,0.41949737,1.183762403312019e-06,3.725521567301946e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Txn2,4.8556237,0.41182032,1.2000837450890091e-06,3.770045692679078e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tcea3,4.8441844,0.4569121,1.271329484911206e-06,3.979444873257261e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Crispld2,4.8390636,0.3145113,1.3045217521743241e-06,4.0759840908927845e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Myd88,4.8386245,0.4358103,1.3074075639117888e-06,4.077653698883872e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Isyna1,4.83301,0.7743311,1.344837765681913e-06,4.184508524296376e-05,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
